?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/AISM_0004186>	"The region of the cuticle on the lateral region of the mesothorax that is attached to the mesonotum and the mesosternum, and is attached to the mesocoxa by the mesocoxal muscle and the basal mesocoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0002031>	"The ridge that is part of the stipes."@en	
<http://purl.obolibrary.org/obo/AISM_0002088>	"The insect abdominal muscle that runs along the dorsal region, parallel to the anterior-posterior axis."@en	
<http://purl.obolibrary.org/obo/UBERON_0000955>	"The brain is the center of the nervous system in all vertebrate, and most invertebrate, animals. Some primitive animals such as jellyfish and starfish have a decentralized nervous system without a brain, while sponges lack any nervous system at all. In vertebrates, the brain is located in the head, protected by the skull and close to the primary sensory apparatus of vision, hearing, balance, taste, and smell[WP]."	"ZFA:0000008 GAID:571 BIRNLEX:796 MBA:8 EHDAA:2641 BAMS:Br EHDAA:6485 XAO:0000010 http://www.snomedbrowser.com/Codes/Details/258335003 galen:Brain MIAA:0000098 EMAPA:16894 neuronames:21 FMA:50801 ABA:Brain http://linkedlifedata.com/resource/umls/id/C1269537 UMLS:C1269537 BILA:0000135 EHDAA2:0000183 EFO:0000302 MAT:0000098 DHBA:10155 UMLS:C0006104 BAMS:Brain TAO:0000008 AAO:0010478 HBA:4005 EV:0100164 NCIT:C12439 MA:0000168 http://en.wikipedia.org/wiki/Brain FBbt:00005095 MESH:D001921 SCTID:258335003 Wikipedia:Brain BTO:0000142 PBA:3999 VHOG:0000157 MBA:997 CALOHA:TS-0095 http://linkedlifedata.com/resource/umls/id/C0006104"
<http://purl.obolibrary.org/obo/BSPO_0000070>	"A 3D region in space without well-defined compartmental boundaries; for example, the dorsal region of an ectoderm."	"FBql:00005841"
<http://purl.obolibrary.org/obo/AISM_0000044>	"The cuticle of the mouthpart appendage of the head capsule, between the cuticle of the insect mandible and the cuticle of the labium, composed of cuticle of cardo, which is attached to the cuticle of stipes by the cardo-stipital conjunctiva; the cuticle of stipes, which is attached to the cuticle of galea by the stipito-galeal conjunctiva, to the cuticle of lacinia by the stipito-lacinial conjunctiva, and to the cuticle of palpifer by the stipito-palpiferal conjunctiva; the cuticle of palpifer is attached to the cuticle of maxillary palpus by the palpifero-palpal conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000118>	"The posterior branch of the beetle wing vein that is part of the radial posterior (RP) vein of the beetle wing and posterior to the radial posterior branch 1 (RP1) of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0002070>	"The insect thoracic muscle that is not fan-shaped and runs along the ventral region, parallel to the anterior-posterior axis."@en	
<http://purl.obolibrary.org/obo/AISM_0002087>	"The insect abdominal muscle that runs along the ventral region, parallel to the anterior-posterior axis."@en	
<http://purl.obolibrary.org/obo/COLAO_0000067>	"The cardo process of the lateral region."@en	
<http://purl.obolibrary.org/obo/PATO_0001369>	"A shape quality inhering in a colony by virtue of the bearer's appearing above the medium surface with terraced edges."	
<http://purl.obolibrary.org/obo/AISM_0000093>	"The conjunctiva of the insect head that is attached to the salivarium and to the oral foraminal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000018>	"The sclerite of the insect maxilla that is attached to the head capsule by the oral foraminal conjunctiva and to the cuticle of stipes by the stipito-cardinal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004309>	"The medial cuticular protrusion of the pretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0002065>	"The somatic muscle that is part of the insect thorax."@en	
<http://purl.obolibrary.org/obo/COLAO_0000149>	"The bilaterally paired cuticular protrusion that is anterior to the urogomphus."@en	
<http://purl.obolibrary.org/obo/AISM_0000195>	"The tentorial pit that correspods to the posterior (ventral in prognathous head) end of the tentorium."	
<http://purl.obolibrary.org/obo/COLAO_0000093>	"The apodeme of the mesendosternite."@en	
<http://purl.obolibrary.org/obo/AISM_0000043>	"The cuticle of the mouthpart and sclerite between the cuticle of the labrum and the cuticle of the insect maxilla that is attached to the head capsule by the oral foraminal conjunctiva and the cranio-mandibular muscle."@en	
<http://purl.obolibrary.org/obo/AISM_0000112>	"The conjunctiva that encircles the base of the antenna (scape) and is encircled by the head capsule as the antennal foramen."@en	
<http://purl.obolibrary.org/obo/AISM_0002052>	"The cranio-labial muscle that is attached to the posterior tentorial arm and the paraglossa."@en	
<http://purl.obolibrary.org/obo/AISM_0002023>	"The cranio-mandibular muscle that extends between the anterior tentorial arm and the proximal-ventral margin of the insect mandible."@en	
<http://purl.obolibrary.org/obo/BSPO_0000082>	"Anatomical region laterally located on the body or body part."	"FBql:00005844"
<http://purl.obolibrary.org/obo/AISM_0000099>	"The conjunctiva of the insect head that connects the head capsule and the mouthparts."@en	
<http://purl.obolibrary.org/obo/UBERON_0004175>	"The internal genitalia are the internal sex organs such as the uterine tube, the uterus and the vagina in female mammals, and the testis, seminal vesicle, ejaculatory duct and prostate in male mammals."	"FMA:45652"
<http://purl.obolibrary.org/obo/BSPO_0000083>	"Anatomical region medially located on the body or body part."	"FBql:00005847"
<http://purl.obolibrary.org/obo/PATO_0001571>	"A size quality inhering in a bearer by virtue of the bearer's being made wider or larger in all dimensions. [database_cross_reference: WordNet:WordNet]"@en	
<http://purl.obolibrary.org/obo/AISM_0000024>	"The cuticle of the paired appendage of the labium that is attached to the palpiger by the palpigero-palpal conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000097>	"The cuticular carina on the anterior region of the metendosternite (metafurca) that is parallel to the anterior-posterior axis."@en	
<http://purl.obolibrary.org/obo/AISM_0004126>	"The region of the cuticle of the pterothorax that bears mid legs and fore wings."@en	
<http://purl.obolibrary.org/obo/COLAO_0000096>	"The bilaterally paired region of cuticle on the dorso-lateral region of the metendosternite that is proximal to the metendosternal arm."@en	
<http://purl.obolibrary.org/obo/COLAO_0000019>	"The sclerite on the ventral region of the mesothorax, limited by the pleurosternal sulci and medial to the mesanepisternum and mesepimeron."@en	
<http://purl.obolibrary.org/obo/AISM_0004151>	"The sclerite of the insect thorax that is surrounded by the noto-pleural conjunctiva and is adjacent to the wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000132>	"The anterior branch of the anal wing vein that is posterior to the anal anterior branch 1+2 and cubital anterior branch 3+4 (AA1+2+CuA3+4) of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004161>	"The sclerite that is surrounded by the basal wing conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000209>	"The elytral interstria that is lateral to the elytral stria 4."@en	
<http://purl.obolibrary.org/obo/AISM_0000119>	"The region of the cuticle on the lateral region of the metathorax that is attached to the metanotum and the metasternum, and is attached to the metacoxa by the metacoxal muscle and the basal metacoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004063>	"The cuticular invagination of the postabdomen that is attached distally to the gonopore and basally to the aedeagus."@en	
<http://purl.obolibrary.org/obo/BSPO_0000072>	"Anatomical region posteriorly located on the body or body part."	"FBql:00005849"
<http://purl.obolibrary.org/obo/BSPO_0000026>	"Anatomical region that overlaps the anterior and dorsal regions of a body or body part. [ BSPO : wd ]"@en	
<http://purl.obolibrary.org/obo/BSPO_0000078>	"Anatomical region distally located on the body or body part."	"FBql:00005853"
<http://purl.obolibrary.org/obo/AISM_0000058>	"The sclerite that is posterior to the pronotum and receives the site of attachment of the dilutor muscle of the first thoracic spiracle."@en	
<http://purl.obolibrary.org/obo/AISM_0004246>	"The insect wing vein of the anal field that is posterior to the anal fold or the postcubitus and anterior to the jugal fold or the jugal veins."@en	
<http://purl.obolibrary.org/obo/AISM_0004211>	"The insect thoracic muscle that extends between the notum (or tergum) and the coxa."@en	
<http://purl.obolibrary.org/obo/AISM_0000095>	"The conjunctiva of the mesothorax that joins the metasternum and the metacoxa."	
<http://purl.obolibrary.org/obo/AISM_0000041>	"The seta that is flat."	
<http://purl.obolibrary.org/obo/AISM_0000068>	"The cuticle of the segment of a mid leg attached to the distal margin of the mesofemur by the mesofemoro-mesotibial conjunctiva and to the proximal margin of the mesotarsus by the mesotibio-mesotarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0002014>	"The cranio-mandibular muscle that is attached to the head capsule and the insect mandible."@en	
<http://purl.obolibrary.org/obo/AISM_0000136>	"The cuticular ivagination that is branched into umerous branches."	
<http://purl.obolibrary.org/obo/AISM_0004171>	"The cuticle of the segment of a fore leg attached to the distal margin of the procoxa by the procoxal-protrochanteral conjunctiva and to the proximal margin of the profemur by the protrochantero-profemoral conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004288>	"The insect body segment that is part of the insect abdomen and is posterior to the insect metathoracic segment."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000022"
<http://purl.obolibrary.org/obo/AISM_0004113>	"The conjunctiva of the insect abdomen that connects the abdominal sternite IV and the abdominal sternite V."@en	
<http://purl.obolibrary.org/obo/PATO_0000413>	"A shape quality inhering in a bearer by virtue of the bearer's having an equal-sided rectangular form. [database_cross_reference: answers.com:answers.com]"@en	
<http://purl.obolibrary.org/obo/AISM_0004162>	"The ridge that is anterior to a coxa, demarcated by the anapleural sulcus."@en	
<http://purl.obolibrary.org/obo/AISM_0000085>	"The coxal muscle of the mesocoxa."@en	
<http://purl.obolibrary.org/obo/AISM_0004242>	"The region of cuticle of the insect wing that contains wing veins, folds, and conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000018>	"The region of the cuticle of the elytral disc that is adjacent to an elytral stria."@en	
<http://purl.obolibrary.org/obo/AISM_0000052>	"The notum or sclerite on the dorsal region of the mesothorax that is posterior to the pronotum, connected via the mesonoto-mesopleural conjuntiva to the dorsal margin of the mesopleuron, that is not adjacent to the mesocoxa, but attached to it by the mesocoxal muscle."@en	
<http://purl.obolibrary.org/obo/AISM_0004119>	"The abdominal sternite of the postabdomen that is attached to the posterior margin of the abdominal sternite VIII by the abdominal sternite VIII-abdominal sternite IX conjunctiva and to the anterior margin of the abdominal sternite X by the abdominal sternite IX-abdominal sternite X conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000026>	"The discrimen of the metaventrite."@en	
<http://purl.obolibrary.org/obo/BSPO_0000079>	"Anatomical region dorsally located on the body or body part."	"FBql:00005842"
<http://purl.obolibrary.org/obo/AISM_0000082>	"The somatic muscle that is attached to the head capsule and the insect mandible."@en	
<http://purl.obolibrary.org/obo/COLAO_0000090>	"The region of cuticle on the postero-lateral region of the propleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0000191>	"The solid, paired, branching cuticular invagination of the head capsule that is attached to the antenna and the mouthparts via muscles."@en	
<http://purl.obolibrary.org/obo/COLAO_0000127>	"The second anterior branch of the cubital vein that is posterior to the first cubital anterior branch of the beetle wing (CuA1)."@en	
<http://purl.obolibrary.org/obo/AISM_0004226>	"The insect thoracic muscle that extends between the mesophragma and the abdominal tergite I."@en	
<http://purl.obolibrary.org/obo/AISM_0002056>	"The cranio-labial muscle that is attached to the prementum and the glossa."@en	
<http://purl.obolibrary.org/obo/COLAO_0000216>	"The elytral stria that is lateral to the elytral interstria 8."@en	
<http://purl.obolibrary.org/obo/AISM_0004202>	"The conjunctiva of the prothorax that joins the propleura and the prosternum."@en	
<http://purl.obolibrary.org/obo/AISM_0004062>	"The cuticular evagination of the postabdomen that is distal and attached to the cuticle of parameres by the paramero-aedeagal conjunctiva and is connected to the endophallus."@en	
<http://purl.obolibrary.org/obo/COLAO_0000028>	"The postero-medial region of the mesoventrite in contact with the metaventral process."@en	
<http://purl.obolibrary.org/obo/AISM_0000160>	"The invagination of the cuticle that is largely membranous."@en	
<http://purl.obolibrary.org/obo/COLAO_0000002>	"The medial region of the pronotum."@en	
<http://purl.obolibrary.org/obo/UBERON_0001134>	""	"NCIT:C13050 Wikipedia:Skeletal_striated_muscle MA:0002439 EMAPA:32716 SCTID:426215008 http://linkedlifedata.com/resource/umls/id/C0242692 FMA:14069 http://en.wikipedia.org/wiki/Skeletal_striated_muscle UMLS:C0242692 http://www.snomedbrowser.com/Codes/Details/426215008"
<http://purl.obolibrary.org/obo/AISM_0000111>	"The cuticle of the sclerite of the insect maxilla that is attached to the cuticle of cardo by the cardo-stipital conjunctiva, attached to the cuticle of lacinia by the stipito-lacinial conjunctiva, attached to the cuticle of palpifer by the stipito-palpiferal conjunctiva, and attached to the cuticle of galea by the stipito-galeal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004230>	"The conjunctiva of the mesothorax that joins the mesopleuron and the mesocoxa."@en	
<http://purl.obolibrary.org/obo/COLAO_0000105>	"The medial vein that is posterior to the radial posterior (RP) vein of the beetle wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000124>	"The medial vein that is distal to the medial bar of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0000004>	"The region of the insect cuticle that is more flexible than the neighboring sclerite(s) [sclerite(s) that the conjunctiva is continuous with]."@en	"http://purl.obolibrary.org/obo/HAO_0000221"
<http://purl.obolibrary.org/obo/COLAO_0000103>	"The region of the beetle wing that is distal to the radial field of the insect wing, anterior to the medial field of the insect wing, and proximal to the apical field of the beetle wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000129>	"The anterior branch of the cubital vein that is posterior to the cubital anterior branch 1+2 (CuA1+2) of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004284>	"The insect region of integument that has a ring sclerirte, continuous with ring conjunctiva, and attached to somatic muscle."@en	
<http://purl.obolibrary.org/obo/AISM_0004034>	"The ridge of the head capsule that separates the clypeus and the frons."@en	
<http://purl.obolibrary.org/obo/AISM_0000154>	"The somatic muscle that inserts in the mesotibia."@en	
<http://purl.obolibrary.org/obo/AISM_0004046>	"The region of the head capsule that comprises the posterior region of the subgena."@en	
<http://purl.obolibrary.org/obo/COLAO_0000068>	"The cuticular seta on the dorsal region of the cuticle of the galea."@en	
<http://purl.obolibrary.org/obo/BSPO_0000085>	"Anatomical region that overlaps the ventral and lateral regions of a body or body part."	"FBql:00005846"
<http://purl.obolibrary.org/obo/AISM_0004089>	"The conjunctiva of the insect abdomen that connects the abdominal tergite III and the abdominal tergite IV."@en	
<http://purl.obolibrary.org/obo/AISM_0004135>	"The sclerite that is located on the ventro-lateral region of the insect thorax and is attached to a coxa."@en	
<http://purl.obolibrary.org/obo/AISM_0004117>	"Is the abdominal tergite of the postabdomen that is attached to the posterior margin of the abdominal tergite VIII by the abdominal tergite VIII-abdominal tergite IX conjunctiva and to the anterior margin of the abdominal tergite X by the abdominal tergite IX-abdominal tergite X conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0002030>	"The insect cranio-maxillar muscle that is attached to the tentorium and the stipital ridge."@en	
<http://purl.obolibrary.org/obo/AISM_0000040>	"The multicellular evagination of the cuticle that corresponds to an epithelial fold, composed of some sclerite that is encricled by a conjunctiva (moveable)."@en	
<http://purl.obolibrary.org/obo/COLAO_0000119>	"The posterior branch of the beetle wing vein that is part of the radial posterior (RP) vein of the beetle wing and posterior to radial posterior branch 2 (RP2) of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0000133>	"The multiporous sensillum that is flat."@en	
<http://purl.obolibrary.org/obo/AISM_0004228>	"The phragma of the abdominal tergite I that attaches to muscles attached to the metanotum."@en	
<http://purl.obolibrary.org/obo/UBERON_0001002>	"Tough but flexible, non-mineral outer coverings of an organism, or parts of an organism, that provide protection. Cuticles are non-homologous, differing in their origin, structure and chemical composition[WP]."	"BTO:0001600 http://en.wikipedia.org/wiki/Cuticle"
<http://purl.obolibrary.org/obo/COLAO_0000024>	"The epimeron on the posterior region of the metapleuron and lateral to the metaventrite."@en	
<http://purl.obolibrary.org/obo/AISM_0000091>	"The branching invagination of elastic cuticle that is cylindrical and contains taenidia."@en	
<http://purl.obolibrary.org/obo/COLAO_0000005>	"The sulcus that separates the dorsal region of the pleuron from the lateral region of the notum."@en	
<http://purl.obolibrary.org/obo/COLAO_0000122>	"The cross-vein of the beetle wing that is adjacent to the postero-medial region of the radial cell of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004146>	"The sclerite of the notum that is attached to the posterior margin of the scutum."@en	
<http://purl.obolibrary.org/obo/AISM_0002082>	"The dorsoventral thoracic muscle that extends between the posterior region (occipital region) of the head capsule and the profurca."@en	
<http://purl.obolibrary.org/obo/AISM_0000528>	"The region of cuticle that bears an anatomical collection that is composed of granules."@en	
<http://purl.obolibrary.org/obo/AISM_0004217>	"The insect thoracic muscle that extends between the profurca and the mesofurca."@en	
<http://purl.obolibrary.org/obo/COLAO_0000081>	"The region of cuticle that is part of the head capsule, posterior to the labrum and composed of clypeus and frons."@en	
<http://purl.obolibrary.org/obo/AISM_0000036>	"The cuticle of the paired appendage of the metathorax that is posterior to the cuticle of a mid leg and composed of cuticle of metacoxa, cuticle of metatrochanter, cuticle of metafemur, cuticle of metatibia, cuticle of metatarsus, and cuticle of metapretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0004054>	"Are apophyses of the tentorium originating at each anterior tentorial arm."@en	
<http://purl.obolibrary.org/obo/AISM_0000159>	"The conjunctiva in the head capsule that forms a pouch between the hypopharynx and the labium and bears the exocrine gland duct."@en	
<http://purl.obolibrary.org/obo/AISM_0004244>	"The region of cuticle of the insect wing that is more flexible than the wing conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000224>	"The anatomical margin that is formed by the anterior region of the anterolateral pronotal margin and by the lateral region of the anterior pronotal margin."@en	
<http://purl.obolibrary.org/obo/COLAO_0000053>	"The cuticular sulcus between the submentum and the postgena"@en	
<http://purl.obolibrary.org/obo/AISM_0004013>	"The conjunctiva of the labium that connects the submentum and the mentum."@en	
<http://purl.obolibrary.org/obo/COLAO_0000075>	"Each of the bilaterally paired hypopharyngeal sclerites on the antero-lateral region of the hypopharynx."@en	
<http://purl.obolibrary.org/obo/AISM_0004311>	"The region of the insect wing that is posterior to the medial field of the insect wing."@en	
<http://purl.obolibrary.org/obo/AISM_0000026>	"The cuticle of the appendage of the insect maxilla that is attached to the cuticle of stipes by the stipito-lacinial conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004298>	"The insect body segment that corresponds to the prothorax and is posterior to the insect cephalic segment."@en	
<http://purl.obolibrary.org/obo/UBERON_0001062>	"Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species. [ FMA : 62955 http://orcid.org/0000-0001-9114-8737 ]"@en	
<http://purl.obolibrary.org/obo/AISM_0004030>	"The longitudinal cuticular suture that is on the vertex and is connected to the frontal suture."@en	
<http://purl.obolibrary.org/obo/AISM_0004100>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the metasternum by the metasterno-abdominal sternite I conjunctiva and to the anterior margin of the abdominal sternite II by the abdominal sternite I-abdominal sternite II conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000064>	"The cuticle of the segment of the mid leg that is attached to the latero-ventral region of the mesothorax by the basal mesocoxal conjunctiva and to the mesotrochanter by the mesocoxal-mesotrochanteral conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004220>	"The noto-pleural conjunctiva that joins the pronotum and the propleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0004253>	"The insect wing fold that separates the anal field and the jugal field."@en	
<http://purl.obolibrary.org/obo/BSPO_0000016>	"An axis that is approximately perpendicular to the anterior-posterior axis and that extends through the horizontal plane of the body."	
<http://purl.obolibrary.org/obo/AISM_0002071>	"The dorsal longitudinal thoracic muscle that is attached to the prophragma and the postocciput."@en	
<http://purl.obolibrary.org/obo/COLAO_0000039>	"The apodeme on the anterior margin of abdominal sternite VIII."@en	
<http://purl.obolibrary.org/obo/AISM_0004197>	"The orifice on the postabdomen at the posterior margin of the digestive tract, connected to the epiproct and paraprocti."@en	
<http://purl.obolibrary.org/obo/AISM_0004131>	"The sclerite that is part of the pleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0000007>	"The region of cuticle with higher content of resilin."@en	
<http://purl.obolibrary.org/obo/AISM_0000081>	"The somatic muscle that is attached to the head capsule and the antenna."@en	
<http://purl.obolibrary.org/obo/AISM_0000527>	"The cuticular protrusion of a sclerite that is sharp."@en	
<http://purl.obolibrary.org/obo/AISM_0004088>	"The conjunctiva of the insect abdomen that connects the abdominal tergite II and the abdominal tergite III."@en	
<http://purl.obolibrary.org/obo/AISM_0004024>	"The apophysis of the tentorium originating from each posterior tentorial arm."@en	
<http://purl.obolibrary.org/obo/AISM_0004293>	"The insect abdominal segment that is posterior to the insect abdominal segment V and composed of abdominal tergite VI and abdominal sternite VI."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000027"
<http://purl.obolibrary.org/obo/COLAO_0000055>	"The region of the cuticle of the torma that is elongated and parallel to the left-right axis."@en	
<http://purl.obolibrary.org/obo/BSPO_0000028>		
<http://purl.obolibrary.org/obo/AISM_0004183>	"The conjunctiva that encircles the protarsus by joining the distal margin of the protibia and the proximal margin of the protarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0004114>	"The conjunctiva of the insect abdomen that connects the abdominal sternite V and the abdominal sternite VI."@en	
<http://purl.obolibrary.org/obo/AISM_0004104>	"The abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal sternite I by the abdominal sternite I-abdominal sternite II conjunctiva and to the anterior margin of the abdominal sternite III by the abdominal sternite II-abdominal sternite III conjunctiva."@en	
<http://purl.obolibrary.org/obo/BSPO_0000007>	"The side of an organism that is right of the sagittal plane."	
<http://purl.obolibrary.org/obo/COLAO_0000145>	"The cuticular sulcus on the cuticle of the maxillolabial complex."@en	
<http://purl.obolibrary.org/obo/COLAO_0000058>	"The epipharyngeal sclerite on the anterior region of the epipharynx."@en	
<http://purl.obolibrary.org/obo/COLAO_0000246>	"The cuticular carina that is located on the posterior region of the hypomeron and is parallel to the lateral pronotal carina."@en	
<http://purl.obolibrary.org/obo/BSPO_0000062>	"Anatomical side that is distally located on an organism or structure."	"FBql:00005853 FBcv:0000058"
<http://purl.obolibrary.org/obo/AISM_0004132>	"The ridge between the epimeron and the episternum in either the mesothorax or the metathorax."@en	
<http://purl.obolibrary.org/obo/AISM_0004291>	"The insect abdominal segment that is posterior to the insect abdominal segment III and composed of abdominal tergite IV and abdominal sternite IV."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000025"
<http://purl.obolibrary.org/obo/AISM_0000137>	"The branching cuticular invagination that is located between the mid and hindgut."@en	"http://purl.obolibrary.org/obo/UBERON_0001054"
<http://purl.obolibrary.org/obo/AISM_0004059>	"The conjunctiva of the insect abdomen that surrounds the spiracles."@en	
<http://purl.obolibrary.org/obo/AISM_0000060>	"The cuticle of the mere that is part of the labial palpus."@en	
<http://purl.obolibrary.org/obo/AISM_0000071>	"The cuticle of the segment of a mid leg attached to the distal margin of the mesotrochanter by the mesotrochantero-mesofemoral conjunctiva and to the proximal margin of the mesotibia by the mesofemoro-mesotibial conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004315>	"The insect spiracle that is part of the insect abdomen."@en	
<http://purl.obolibrary.org/obo/COLAO_0000110>	"The anterior region of the radial vein of the insect wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000207>	"The elytral interstria that is lateral to the elytral stria 3."@en	
<http://purl.obolibrary.org/obo/AISM_0000057>	"The sclerite of the labium that is connected to the mentum by the mental-premental conjunctiva, to the palpiger by the premental-palpigeral conjunctiva, to the paraglossa by the premental-paraglossal conjunctiva, and to the glossa by the premental-glossal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004110>	"The abdominal sternite of the postabdomen that is attached to the posterior margin of the abdominal sternite VII by the abdominal sternite VII-abdominal sternite VIII conjunctiva. In males it is attached to the anterior margin of the abdominal sternite IX by the abdominal sternite VIII-abdominal sternite IX conjunctiva. In females it is attached to the anterior margin of the gonocoxa."@en	
<http://purl.obolibrary.org/obo/COLAO_0000006>	"The sulcus that separates the ventral region of the pleuron from the lateral region of the sternum."@en	
<http://www.w3.org/2002/07/owl#Nothing>		
<http://purl.obolibrary.org/obo/AISM_0000106>	"The conjunctiva that encircles the procoxa and connects it to the ventral and lateral regions of the prothorax."@en	
<http://purl.obolibrary.org/obo/AISM_0004231>	"The conjunctiva of the mesothorax that joins the mesopleura and the mesosternum."@en	
<http://purl.obolibrary.org/obo/BSPO_0000112>	"The region corresponding to the ventral region of the entity, towards the midline."	
<http://purl.obolibrary.org/obo/AISM_0004203>	"The conjunctiva of the pterothorax that surrounds the wing."@en	
<http://purl.obolibrary.org/obo/BSPO_0000006>		
<http://purl.obolibrary.org/obo/COLAO_0000027>	"The concave part of the ventral region of the pterothorax that receives the mesocoxa."@en	
<http://purl.obolibrary.org/obo/AISM_0002022>	"The cranio-mandibular muscle that is attached to the dorsal tentorial arm and the proximal margin of the insect mandible."@en	
<http://purl.obolibrary.org/obo/AISM_0000028>	"The cuticular protrusion that does not correspond to an evagination."@en	
<http://purl.obolibrary.org/obo/AISM_0000190>	"The cuticular protrusion of the head capsule thag is continuous with the antenniferal-scapal conjunctiva and adjacent to the cuticle of the scapus"@en	
<http://purl.obolibrary.org/obo/AISM_0004071>	"The seta that is flattened."@en	
<http://purl.obolibrary.org/obo/UBERON_0002536>	"Sense organ embedded in the integument and consisting of one or a cluster of sensory neurons and associated sensory structures, support cells and glial cells forming a single organised unit with a largely bona-fide boundary.[FBbt]."	"TGMA:0000540 HAO:0000933 MIAA:0000163 Wikipedia:Sensillum BTO:0001237 MAT:0000163 FBbt:00007152 http://en.wikipedia.org/wiki/Sensillum EFO:0000939"
<http://purl.obolibrary.org/obo/COLAO_0000115>	"The insect wing vein thet is posterior to the anterior branch of the beetle wing vein."@en	
<http://purl.obolibrary.org/obo/COLAO_0000141>	"The insect sclerite on the apical field of the beetle wing that is distal to the radial cell."@en	
<http://purl.obolibrary.org/obo/AISM_0004271>	"The cuticular lobe of the cuticle of the insect mandible between the mandibular molar lobe and the mandibular incisor lobe."@en	
<http://purl.obolibrary.org/obo/AISM_0000150>	"The somatic muscle that inserts in the profemur."@en	
<http://purl.obolibrary.org/obo/AISM_0000084>	"The somatic muscle that is attached to the head capsule and the labrum."@en	
<http://purl.obolibrary.org/obo/AISM_0000146>	"The coxal muscle of the metacoxa."@en	
<http://purl.obolibrary.org/obo/COLAO_0000098>	"The cuticular carina on the anterior region of the metendosternite (metafurca) that is parallel to the left-right axis."@en	
<http://purl.obolibrary.org/obo/AISM_0004199>	"The cuticle of the mere that is part of the cercus."@en	
<http://purl.obolibrary.org/obo/COLAO_0000263>	"The cuticular groove that is located in the medial region of pronotum and is parallel to the antero-posterior body axis."@en	
<http://purl.obolibrary.org/obo/COLAO_0000061>	"The insect articulation on the dorso-lateral region of the cuticle of the insect mandible."@en	
<http://purl.obolibrary.org/obo/COLAO_0000111>	"The posterior region of the radial vein of the insect wing."@en	
<http://purl.obolibrary.org/obo/UBERON_0000018>	"A light sensing organ composed of ommatidia."	"HAO:0000217 TGMA:0000024 FBbt:00004508 BTO:0001921 http://en.wikipedia.org/wiki/Compound_eye Wikipedia:Compound_eye"
<http://purl.obolibrary.org/obo/AISM_0002069>	"The insect thoracic muscle that extends between the sternum and the pleura."@en	
<http://purl.obolibrary.org/obo/AISM_0000072>	"The cuticle of the segment of a hind leg attached to the distal margin of the metatrochanter by the metatrochantero-metafemoral conjunctiva and to the proximal margin of the metatibia by the metafemoro-metatibial conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004185>	"The conjunctiva that encircles the metatarsus by joining the distal margin of the metatibia and the proximal margin of the metatarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0004157>	"The anatomical line of weakness of the cuticle that allows molting and coincides with a suture."@en	
